2026-08-20T19:20:07Z	setup	arm	t100-C-blocked
2026-08-20T19:20:07Z	setup	knobs	INTERVAL=5 STALE_MIN=1 QUIET_SETTLE_BEAT=1 QUIET_SETTLE=4 QUIET_STABILIZE_PER_CYCLE=4 MAX_NUDGES=2
2026-08-20T19:20:13Z	setup	launch.rc	1
2026-08-20T19:20:13Z	setup	agent.pane	%0
2026-08-20T19:20:13Z	setup	agent.ref	grok:grok
2026-08-20T19:20:13Z	setup	scrubber.sha256	96315e4eb3ec56fc71b4e04366f7a13b4650f44022b950e0fa021d8b283eb4de
2026-08-20T19:20:13Z	ctl0	pane.raw.bytes	125
2026-08-20T19:20:13Z	ctl0	pane.raw.sha256	628f4194175fa71710e445ad57c39b6153bc7f141b71b401493bda0ed3cda8e9
2026-08-20T19:20:13Z	ctl0	scrubbed.hash	8dd5a3a90bc4d4f8aee30fc3f9cc9a7b
2026-08-20T19:20:13Z	ctl	write.tty	/dev/ttys026
2026-08-20T19:20:13Z	ctl	write.text	INSTRUMENT-CONTROL-MARKER-63440
2026-08-20T19:20:14Z	ctl1	pane.raw.bytes	156
2026-08-20T19:20:14Z	ctl1	pane.raw.sha256	5ff90d2c5de0df1bcf4ff9db67bacc9ad296098fc459508e9d9d50d9a03c2f7b
2026-08-20T19:20:14Z	ctl1	scrubbed.hash	5a885c6c3e80d7a6f473ec4ea0e26257
2026-08-20T19:20:14Z	control	plain-write.hash.before	8dd5a3a90bc4d4f8aee30fc3f9cc9a7b
2026-08-20T19:20:14Z	control	plain-write.hash.after	5a885c6c3e80d7a6f473ec4ea0e26257
2026-08-20T19:20:14Z	control	plain-write.registered	YES
2026-08-20T19:20:15Z	control	base.stripped.hash	5a885c6c3e80d7a6f473ec4ea0e26257
2026-08-20T19:20:15Z	control	nudge-shaped.hash	5a885c6c3e80d7a6f473ec4ea0e26257
2026-08-20T19:20:15Z	control	nudge-shaped.registered	NO
2026-08-20T19:20:15Z	yield	write.tty	/dev/ttys026
2026-08-20T19:20:15Z	yield	write.text	FORCED-INITIAL-YIELD-MARKER-63440
2026-08-20T19:20:15Z	yield	write.done	a marker is written to the observed pane so it demonstrably CHANGES before the declaration
2026-08-20T19:20:15Z	settle0	pane.raw.bytes	189
2026-08-20T19:20:15Z	settle0	pane.raw.sha256	b6667736eed9f3a86a8bba0e5c04d12ce96aca40b966ac8f0a3263b1bd4b6cc1
2026-08-20T19:20:15Z	settle0	scrubbed.hash	90907348cfca8e546e89a0ba83dacdae
2026-08-20T19:20:16Z	settle1	pane.raw.bytes	189
2026-08-20T19:20:16Z	settle1	pane.raw.sha256	b6667736eed9f3a86a8bba0e5c04d12ce96aca40b966ac8f0a3263b1bd4b6cc1
2026-08-20T19:20:16Z	settle1	scrubbed.hash	90907348cfca8e546e89a0ba83dacdae
2026-08-20T19:20:16Z	yield	settle.samples	1
2026-08-20T19:20:16Z	yield	settle.hash	90907348cfca8e546e89a0ba83dacdae
2026-08-20T19:20:16Z	t0-pre-declaration	pane.raw.bytes	189
2026-08-20T19:20:16Z	t0-pre-declaration	pane.raw.sha256	b6667736eed9f3a86a8bba0e5c04d12ce96aca40b966ac8f0a3263b1bd4b6cc1
2026-08-20T19:20:16Z	t0-pre-declaration	scrubbed.hash	90907348cfca8e546e89a0ba83dacdae
2026-08-20T19:20:16Z	t0-pre-declaration	events.lines	0
2026-08-20T19:20:16Z	t0-pre-declaration	events.nudges	0
2026-08-20T19:20:16Z	t0-pre-declaration	wdlog.lines	8
2026-08-20T19:20:17Z	declare	planted.pane	%3
2026-08-20T19:20:17Z	declare	state.rc	0
2026-08-20T19:20:17Z	declare	state.stdout	Marked grok:grok blocked: T-100 arm C
2026-08-20T19:20:17Z	declare	planted.pane.retired	the planted window is killed immediately after the helper returns
2026-08-20T19:20:18Z	declaration-echo	write.tty	/dev/ttys026
2026-08-20T19:20:18Z	declaration-echo	write.text	Marked grok:grok blocked: T-100 arm C
2026-08-20T19:20:18Z	declare	echo.relocated	Marked grok:grok blocked: T-100 arm C
2026-08-20T19:20:20Z	t1-post-declaration	pane.raw.bytes	226
2026-08-20T19:20:20Z	t1-post-declaration	pane.raw.sha256	96ab13eb6c95485910fe8df28905e90ca7aad0f825f6838295e984955ea467ff
2026-08-20T19:20:20Z	t1-post-declaration	scrubbed.hash	90907348cfca8e546e89a0ba83dacdae
2026-08-20T19:20:20Z	t1-post-declaration	events.lines	1
2026-08-20T19:20:20Z	t1-post-declaration	events.nudges	0
2026-08-20T19:20:20Z	t1-post-declaration	wdlog.lines	9
2026-08-20T19:20:20Z	declare	nudges.at.declaration	0
2026-08-20T19:20:20Z	source	plan	UNOWNED CHANGE (control): one human-like line written to the observed pane, early, with no agent involvement; zero nudges must have fired first
2026-08-20T19:20:23Z	source	nudges.before.write	0
2026-08-20T19:20:24Z	unowned	write.tty	/dev/ttys026
2026-08-20T19:20:24Z	unowned	write.text	HUMAN-TYPED-REPLY: yes, go ahead with option two.
2026-08-20T19:20:24Z	t2-after-unowned-write	pane.raw.bytes	275
2026-08-20T19:20:24Z	t2-after-unowned-write	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:20:24Z	t2-after-unowned-write	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:20:24Z	t2-after-unowned-write	events.lines	1
2026-08-20T19:20:24Z	t2-after-unowned-write	events.nudges	0
2026-08-20T19:20:24Z	t2-after-unowned-write	wdlog.lines	10
2026-08-20T19:20:29Z	c01	pane.raw.bytes	275
2026-08-20T19:20:29Z	c01	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:20:29Z	c01	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:20:29Z	c01	events.lines	1
2026-08-20T19:20:29Z	c01	events.nudges	0
2026-08-20T19:20:29Z	c01	wdlog.lines	12
2026-08-20T19:20:29Z	c01	nudges.total	0
2026-08-20T19:20:34Z	c02	pane.raw.bytes	275
2026-08-20T19:20:34Z	c02	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:20:34Z	c02	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:20:34Z	c02	events.lines	1
2026-08-20T19:20:34Z	c02	events.nudges	0
2026-08-20T19:20:34Z	c02	wdlog.lines	14
2026-08-20T19:20:34Z	c02	nudges.total	0
2026-08-20T19:20:39Z	c03	pane.raw.bytes	275
2026-08-20T19:20:39Z	c03	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:20:39Z	c03	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:20:39Z	c03	events.lines	1
2026-08-20T19:20:39Z	c03	events.nudges	0
2026-08-20T19:20:39Z	c03	wdlog.lines	16
2026-08-20T19:20:39Z	c03	nudges.total	0
2026-08-20T19:20:44Z	c04	pane.raw.bytes	275
2026-08-20T19:20:44Z	c04	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:20:44Z	c04	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:20:44Z	c04	events.lines	1
2026-08-20T19:20:44Z	c04	events.nudges	0
2026-08-20T19:20:44Z	c04	wdlog.lines	18
2026-08-20T19:20:44Z	c04	nudges.total	0
2026-08-20T19:20:49Z	c05	pane.raw.bytes	275
2026-08-20T19:20:49Z	c05	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:20:49Z	c05	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:20:49Z	c05	events.lines	1
2026-08-20T19:20:49Z	c05	events.nudges	0
2026-08-20T19:20:49Z	c05	wdlog.lines	20
2026-08-20T19:20:49Z	c05	nudges.total	0
2026-08-20T19:20:54Z	c06	pane.raw.bytes	275
2026-08-20T19:20:54Z	c06	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:20:54Z	c06	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:20:54Z	c06	events.lines	1
2026-08-20T19:20:54Z	c06	events.nudges	0
2026-08-20T19:20:54Z	c06	wdlog.lines	22
2026-08-20T19:20:54Z	c06	nudges.total	0
2026-08-20T19:21:00Z	c07	pane.raw.bytes	275
2026-08-20T19:21:00Z	c07	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:21:00Z	c07	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:21:00Z	c07	events.lines	1
2026-08-20T19:21:00Z	c07	events.nudges	0
2026-08-20T19:21:00Z	c07	wdlog.lines	24
2026-08-20T19:21:00Z	c07	nudges.total	0
2026-08-20T19:21:05Z	c08	pane.raw.bytes	275
2026-08-20T19:21:05Z	c08	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:21:05Z	c08	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:21:05Z	c08	events.lines	1
2026-08-20T19:21:05Z	c08	events.nudges	0
2026-08-20T19:21:05Z	c08	wdlog.lines	26
2026-08-20T19:21:05Z	c08	nudges.total	0
2026-08-20T19:21:10Z	c09	pane.raw.bytes	275
2026-08-20T19:21:10Z	c09	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:21:10Z	c09	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:21:10Z	c09	events.lines	1
2026-08-20T19:21:10Z	c09	events.nudges	0
2026-08-20T19:21:10Z	c09	wdlog.lines	28
2026-08-20T19:21:10Z	c09	nudges.total	0
2026-08-20T19:21:15Z	c10	pane.raw.bytes	275
2026-08-20T19:21:15Z	c10	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:21:15Z	c10	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:21:15Z	c10	events.lines	1
2026-08-20T19:21:15Z	c10	events.nudges	0
2026-08-20T19:21:15Z	c10	wdlog.lines	30
2026-08-20T19:21:15Z	c10	nudges.total	0
2026-08-20T19:21:20Z	c11	pane.raw.bytes	275
2026-08-20T19:21:20Z	c11	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:21:20Z	c11	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:21:20Z	c11	events.lines	1
2026-08-20T19:21:20Z	c11	events.nudges	0
2026-08-20T19:21:20Z	c11	wdlog.lines	32
2026-08-20T19:21:20Z	c11	nudges.total	0
2026-08-20T19:21:25Z	c12	pane.raw.bytes	275
2026-08-20T19:21:25Z	c12	pane.raw.sha256	6d02456ed4985cdd54188eb18ee28efd26430d73c043ad3551ef88bff9b3e5f9
2026-08-20T19:21:25Z	c12	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:21:25Z	c12	events.lines	1
2026-08-20T19:21:25Z	c12	events.nudges	0
2026-08-20T19:21:25Z	c12	wdlog.lines	34
2026-08-20T19:21:25Z	c12	nudges.total	0
2026-08-20T19:21:30Z	c13	pane.raw.bytes	487
2026-08-20T19:21:30Z	c13	pane.raw.sha256	57203cfa13072140a6e45d21ce55ce26481baf3252b4dc8b9c60e529bc219ffb
2026-08-20T19:21:30Z	c13	scrubbed.hash	3edd4a74300862cb9dd9fa617255c010
2026-08-20T19:21:30Z	c13	events.lines	1
2026-08-20T19:21:30Z	c13	events.nudges	0
2026-08-20T19:21:30Z	c13	wdlog.lines	35
2026-08-20T19:21:30Z	c13	nudges.total	0
2026-08-20T19:21:35Z	c14	pane.raw.bytes	487
