consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	tmuxtrace_sha256	tmuxtrace_lines	bounded	argv
list	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	b3974e6ee1e860a7f7dd1f2e0be9f25c1b32a1fc00b59e7774ae1a4c4a152e96	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
list-json	0	f65bc9340df5fdc219f6dff2d05491091b729472489c9ae52aa82fe7f5f4bd42	73	-	0	51d942972688d1aba3ecbb07bf698bc828f03d807f988a14912160fea061a10f	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list-all	0	5bdf7f8a4fdb4f9fa89d91251463bbafd5e8c4e55a2becc42234570747c1d9d3	207	-	0	2a294c7643e8509eb7923c8399cb6640f1653eac8f9a488ed08f553c602108a0	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all 
list-all-json	0	de11d59444f41f92dcd24a6450de28d4f8187d171ee50823dd57c51456011534	466	-	0	fdd9f1eda24e3ad810586e5cb07fba923fa4f6144984f57eeed7133c7666b9b6	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
ls-alias	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	4338452747bf1de25b7e0801e2b090421996c7214857a1f14380983a5adc1397	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls 
ls-alias-all	0	5bdf7f8a4fdb4f9fa89d91251463bbafd5e8c4e55a2becc42234570747c1d9d3	207	-	0	45be8dc363bf6f49c2a68d96c683e7e5f83b535856a69b4a2643949961e09cf5	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls --all 
status	0	a22f113e3017570d6cd33035fcd3a639d1f9c6a97a52962d2bd1accca2ad2349	27	-	0	cc2753d0e5861861f3d1e4ead9aa4aa155eed011f931563543855b43e64bd433	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status ta1c 
next	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	97525521541915928a285effd06b3c08937e7f6c57e238a7ecc6737c5284202d	45	5cbf9922f84adb6c79c75304878703b7eb5375bd344f155469fbafe939d8bf50	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
requests-all	0	c58c370f365bc569778e547d348a9a329ebbcbb30864f53c62409a74ed3cd429	97	-	0	4b913f7236e9b861cc6b5e71df57e0a69eee9d95d225ca2919e537e9084f5134	4	-	/tmp/aecx/arms/A1/c05-recover-ref-rw/home/.ae/sessions/ta1c/requests all 
agents	0	a594ce83fe3f952cf4d95ea89fe0330736c590a9400c22468b5d4fe6b520cd0f	43	-	0	187ef34c57562497b91f785148899982720a466cce2934994e1a1778570aca1c	1	-	/tmp/aecx/arms/A1/c05-recover-ref-rw/home/.ae/sessions/ta1c/agents 
events-tail	143	2d6b6f01edd383e75c475853d50b537cfe59131058c89775a5cb97a862c399d9	573	11254568ca77c6fc472f373fcd5260000b5f280e4be3cf9e4382417ff932e3a7	149	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	4s=yes	/tmp/aecx/arms/A1/c05-recover-ref-rw/home/.ae/sessions/ta1c/events-tail 
