30385976	1787257317	64	./.a8-witness-probe-content
30385975	1787257317	73	./.a8-witness-probe-rewrite
30385845	1787257314	126	./config
30385911	1787257315	128	./sessions
30385912	1787257315	0	./sessions/.lifecycle.ta8a8c03insidesession.lock
30385918	1787257316	928	./sessions/ta8a8c03insidesession
30385924	1787257315	38617	./sessions/ta8a8c03insidesession/_lib
30385942	1787257315	4618	./sessions/ta8a8c03insidesession/_register-sid
30385937	1787257315	1190	./sessions/ta8a8c03insidesession/agents
30385926	1787257315	452	./sessions/ta8a8c03insidesession/ask
30385943	1787257315	2876	./sessions/ta8a8c03insidesession/events-tail
30385938	1787257315	555	./sessions/ta8a8c03insidesession/focus
30385934	1787257315	1247	./sessions/ta8a8c03insidesession/goal
30385939	1787257315	1447	./sessions/ta8a8c03insidesession/interrupt
30385947	1787257315	78	./sessions/ta8a8c03insidesession/launch.main.sh
30385949	1787257316	78	./sessions/ta8a8c03insidesession/launch.worker.0.sh
30385945	1787257315	158	./sessions/ta8a8c03insidesession/loop
30385931	1787257315	200	./sessions/ta8a8c03insidesession/mark-done
30385933	1787257315	2291	./sessions/ta8a8c03insidesession/memo
30385923	1787257315	611	./sessions/ta8a8c03insidesession/meta
30385920	1787257315	0	./sessions/ta8a8c03insidesession/meta.lock
30385936	1787257315	73	./sessions/ta8a8c03insidesession/peak
30385935	1787257315	707	./sessions/ta8a8c03insidesession/peek
30385928	1787257315	3175	./sessions/ta8a8c03insidesession/reply
30385929	1787257315	8092	./sessions/ta8a8c03insidesession/requests
30385941	1787257315	1028	./sessions/ta8a8c03insidesession/retire
30385927	1787257315	801	./sessions/ta8a8c03insidesession/review
30385932	1787257315	873	./sessions/ta8a8c03insidesession/say
30385925	1787257315	2770	./sessions/ta8a8c03insidesession/send
30385940	1787257315	930	./sessions/ta8a8c03insidesession/spawn
30385930	1787257315	1560	./sessions/ta8a8c03insidesession/state
30385944	1787257315	46130	./sessions/ta8a8c03insidesession/watchdog
30385946	1787257315	9838	./sessions/ta8a8c03insidesession/workspace.md
