consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	tmuxtrace_sha256	tmuxtrace_lines	bounded	argv
list	0	0f881e0602e7f5ff747916e7d1a4800af2feb215956cf229f835166557ba78fa	314	-	0	d1d5b58b88223ce38d5a5b9485e3ca912d6f83186dbc7e60fd68ad85a5d65935	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
list-json	0	125c6d5674e240d0ab70a5e7341e6f9dc15a5be432aad3b958fb8e960b7b44d1	598	-	0	5f7616817643e5750646bc972ca02571490a5f10d000c7861884fc720cb87ed9	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list-all-json	0	125c6d5674e240d0ab70a5e7341e6f9dc15a5be432aad3b958fb8e960b7b44d1	598	-	0	abdd18e764f2713e32b8ab84a68bec72971c49b73664d47cdc454bfad55980b1	6	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
list-needsattn	0	520110309e36cc0470196879719a6fceddc7519c8ec5059f2c3a68e17001ea23	41	-	0	d3e8dd7314b62f2761e4fa796b9bad21c87b7183a93924ab15fc84862c4737aa	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --needs-attn 
list-needsattn-json	0	252265fbf83d58c2a7c908c119afe7dce897d1afd86cc7b4ceba031c5897d9a4	73	-	0	d4f9644b8d19ca09c9179831a58aa90654a7f1309bca57623f2ce4799e02ad7b	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --needs-attn --json 
list-active	0	4daf31fdddd3dd36cb0feb6e4b674d5dc2f7c79aa90e6514ab76a649dc11f154	29	-	0	bc0c7c12fc8f048ac17965c62a4f7685f6e9631911c860aee1ff4cdbe4d02b62	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --active 
list-active-json	0	252265fbf83d58c2a7c908c119afe7dce897d1afd86cc7b4ceba031c5897d9a4	73	-	0	ad5e5afe7dcb78f53758f326c43633f16c4403ff7d19ff5fc227a4fe0e535b3b	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --active --json 
next	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	97525521541915928a285effd06b3c08937e7f6c57e238a7ecc6737c5284202d	45	aaa517e0a96d1c50c811cc6597dcf27a9c121d0e1ad58c62677beb75f1ab9209	3	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
status	0	12253dd2da432281578ab7af964a48b97138a0c35df6b98d3a63391332fae63c	88	-	0	b707a96b2ac2a2fd7cff92609bbca4d2d158711783b290d53bc885b43838ed2f	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status tg1 
requests-all	0	842a3e174a3497beca9dcd53bf480bfedcc9abff66d86815c2c71c6984fe4299	209	-	0	ffe31a39b803e33869d58656d86653917d9ba79e3c0dd1f92ae0f69dd0eb9ff5	4	-	/tmp/aecx/arms/A3/c09-524a-future-ts-ordinary-mtime-ro/home/.ae/sessions/tg1/requests all 
