consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	bounded	argv
agents	0	a594ce83fe3f952cf4d95ea89fe0330736c590a9400c22468b5d4fe6b520cd0f	43	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /tmp/aecx/arms/A1/c03-malformed-line-ro/home/.ae/sessions/tg1/agents 
events-tail	143	e92e6146701f78aee0cbc150d05a84fd52aba25a97d5d2591c813925be29d4c0	1450	11254568ca77c6fc472f373fcd5260000b5f280e4be3cf9e4382417ff932e3a7	149	4s=yes	 /tmp/aecx/arms/A1/c03-malformed-line-ro/home/.ae/sessions/tg1/events-tail bounded_by_harness_seconds=4 
list-all-json	0	fb9b16956b150e1855f749c5c71095c7d85bd7c79e0e873f1d9cd85e41ec8085	593	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
list-all	0	da349989fc9b2cc3f62e1a95b42cb967c37022bf75cce28d9fab63f001757a0e	271	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all 
list-json	0	90ce1d6529ee08b13d600be3aa33af422c4f685bd2d15e05fb46169dceaec564	73	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
ls-alias-all	0	63b9d55581beb1fd3c9e5a8e744278e057691c2d497c24637c543e80b9dac5fd	271	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls --all 
ls-alias	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls 
next	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	97525521541915928a285effd06b3c08937e7f6c57e238a7ecc6737c5284202d	45	-	 /opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
requests-all	0	7d253096eb6fc158ff5aa89182501695e47e20835f1273d983acb2830e869662	209	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /tmp/aecx/arms/A1/c03-malformed-line-ro/home/.ae/sessions/tg1/requests all 
status	0	ca3dd087ac54264330dcb6e76ffe328e76f216532feebe5a5d0ca98ce45cd2a5	26	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	-	 /opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status tg1 
