2026-08-20T19:34:51Z	setup	arm	D2
2026-08-20T19:34:59Z	fixture	planted.pane	%3
2026-08-20T19:34:59Z	fixture	agent.ref	grok:grok
2026-08-20T19:35:08Z	fixture	parent.uuid	03db6eac-da84-465d-901f-77431a222e1b
2026-08-20T19:35:08Z	fixture	parent.handover_count	2
2026-08-20T19:35:08Z	fixture	parent.pending_request_count	1
2026-08-20T19:35:08Z	fixture	counts.nonzero	YES
2026-08-20T19:35:08Z	fixture	counts.distinct	YES
2026-08-20T19:35:14Z	cycle	after-from.handover	2
2026-08-20T19:35:14Z	cycle	after-from.pending	1
2026-08-20T19:35:23Z	cycle	after-resume.handover	2
2026-08-20T19:35:23Z	cycle	after-resume.pending	1
