consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	tmuxtrace_sha256	tmuxtrace_lines	bounded	argv
list	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	5ebd4d2e966c77a2b6a32e1b37ffbf4d4709504af6af4ad768ee86e9e2ea4999	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
list-json	0	3be003d7bee894349d2b00a03eae9e1b8a06f88043a84a0398dbf148ecf279ab	73	-	0	b0ef6012fbc0d1859f7d7fba7435855a654f45ad551a693eef447eafbca93746	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list-all	0	4a6d136810282dafacc0fa397fb84dc2a0ba04d45d2361e68cb16929f56ac330	225	-	0	6b5fca0c2e1eec11327bd15417622d1957f43e7467d137a3dcb933719f5e1fd2	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all 
list-all-json	0	f340d7d7bf0d623d7d82bfe94e9becb5042ef8fc87792a81c86ffea55332ec60	564	-	0	a93d6d5ddf81b6b5e654ea12f49f00a9eff7155f9f1e1366d55e48efa1d911bb	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
ls-alias	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	cbd9268cca6f2e91293ff03f4d2760b9b2ed166912f9aaffe75dce5fa6d7a660	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls 
ls-alias-all	0	4a6d136810282dafacc0fa397fb84dc2a0ba04d45d2361e68cb16929f56ac330	225	-	0	4e0a4437323cf82891007c337b9555d93d4d15ae30ad340381aacc54c9257df3	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls --all 
status	0	2a3e5d944b7c793357600e4873801ca755da0ec83cd58e532e5f6edeaa6aadd1	27	-	0	7ad61fc3053f5b1ded9543a88cdee6bd6610bedc22d02cfcf547b2f07473f169	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status tg11 
next	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	97525521541915928a285effd06b3c08937e7f6c57e238a7ecc6737c5284202d	45	6fad141a36555100691535bbe7fa4f2d087f5aaa67609da9ea28052c6dc35c31	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
requests-all	0	c58c370f365bc569778e547d348a9a329ebbcbb30864f53c62409a74ed3cd429	97	-	0	ced9cb2b4ce8ec554d6a571dd830894bd64e5fe7ab3e7c96bf1f471d7264ce8a	4	-	/tmp/aecx/arms/A1/c06-escapes-rw/home/.ae/sessions/tg11/requests all 
agents	0	a594ce83fe3f952cf4d95ea89fe0330736c590a9400c22468b5d4fe6b520cd0f	43	-	0	9fe942e84952d692e7c604e74d70fc2f3cb95064f8972bed4a364077b6b1789d	1	-	/tmp/aecx/arms/A1/c06-escapes-rw/home/.ae/sessions/tg11/agents 
events-tail	143	68f5a458d5d7b0a3941aa91ae6cc2d24ca24565e7f47b0fe890d3a87a8cd8065	2217	11254568ca77c6fc472f373fcd5260000b5f280e4be3cf9e4382417ff932e3a7	149	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	4s=yes	/tmp/aecx/arms/A1/c06-escapes-rw/home/.ae/sessions/tg11/events-tail 
