consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	tmuxtrace_sha256	tmuxtrace_lines	bounded	argv
list	0	94228d235f3183965068a6bcc4089b13d2d3cabd264f75bc4cada8b11c3f6266	293	-	0	6ce563f9d0a14c955aceb5c3af811ef34dd79aa855fc9e3e8090b92e4ecd691f	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
list-json	0	0296e803dce558c7ca5ca3a9b01e5f934ce45102dbc04914cb4ce5f00c3e4e2a	589	-	0	56ffba173d2c501800c16cd586084cfa5bb63dbfa19fcd4e6af1fd74cefaf65d	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list-all-json	0	0296e803dce558c7ca5ca3a9b01e5f934ce45102dbc04914cb4ce5f00c3e4e2a	589	-	0	3b9f8ebea4cd2a645c3d9a61a5da9deca303381b7e189ac58a366a21ad697544	6	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
list-needsattn	0	94228d235f3183965068a6bcc4089b13d2d3cabd264f75bc4cada8b11c3f6266	293	-	0	b40ea0938810e204d96374658853dd936be25d4058f9a836f7dba36308eee814	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --needs-attn 
list-needsattn-json	0	0296e803dce558c7ca5ca3a9b01e5f934ce45102dbc04914cb4ce5f00c3e4e2a	589	-	0	71e380b80cbc59c6e0468baa98d59d19a34b323b2b0f13d52c0778b1365ff769	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --needs-attn --json 
list-active	0	4daf31fdddd3dd36cb0feb6e4b674d5dc2f7c79aa90e6514ab76a649dc11f154	29	-	0	d6310506ea1ba08bc7564214451431c1f9fe600f2db615eb6abbcaee98860299	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --active 
list-active-json	0	aa8b3054ac9110fe43b7f1c0c38b41b585dd42010f7cc52e0683e0e24abcf679	73	-	0	481fff62a02adfbed888e37945571b7b7ce9b0e0e6b0231c4f5f76e5e47c00cb	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --active --json 
next	0	870293de0a89aa4f1974f50bb6749bb3a295d47392c699685cc12cc91e7a4bd6	46	-	0	27c0f6a338fb981759ff03ab19e039794c089eb3ebc371d5153239c9ea60fe88	3	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
status	0	12253dd2da432281578ab7af964a48b97138a0c35df6b98d3a63391332fae63c	88	-	0	e28da7631c1c657d4bf749a426f9ba8f734a09ed7a6f143a08ec1efdf70ba70a	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status tg2wu 
requests-all	0	c58c370f365bc569778e547d348a9a329ebbcbb30864f53c62409a74ed3cd429	97	-	0	77e5628c0d794b8dd9b787c508600dea5382c44a8d819f5eb4a23291fd0eb023	4	-	/tmp/aecx/arms/A3/c04-waiting-user-rw/home/.ae/sessions/tg2wu/requests all 
