consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	tmuxtrace_sha256	tmuxtrace_lines	bounded	argv
list	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	53e584d5059e58e60cd26a394dda9c838faa09f1b6f1e7ae55c6ae0acd0d7db4	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
list-json	0	ac5ceb6a506892c5fed8b38305585ffbbe9da8cbfa53f380c303e73e2d27826f	73	-	0	62998a0a21e7008f846d5019278e648676e0650e822ccb1fd5b4889ed24eb29a	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list-all	0	c3eeaa3c9524f87a0f7c5e159682705b8ba58ad5e8fea299d57f06eb316a78c9	225	-	0	f371dc91519728c6cedc802d59a43573a405f1e3c6a80e963385b463919d05e1	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all 
list-all-json	0	f371ad130ec2e9d7b49533f4f1aec313f2044c127f53b1d6e3d91a329507771e	564	-	0	b2a2443ba63b4842ef4506122aa6c5ab47974d344ed36d2010d4e432b9556974	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
ls-alias	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	fc68f70015bb547e08ab767f628cc4e7fb525a13798d1bd4ba03310486af682a	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls 
ls-alias-all	0	c3eeaa3c9524f87a0f7c5e159682705b8ba58ad5e8fea299d57f06eb316a78c9	225	-	0	4bb12a51ec041a961d47756634e9eac41e97fc9432d10e052d9281b050cfb63a	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls --all 
status	0	725c4b751e0ab5597b00d6e8bccb360887ec6bbc8c29917554072b59d3d5a09f	27	-	0	48901c62d81b5386a33730f522063457c9646255f2b9e324a8402758d5221a04	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status tg7a 
next	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	97525521541915928a285effd06b3c08937e7f6c57e238a7ecc6737c5284202d	45	e92377df5c889dbdc141ddcd9b9ee2d940773f938920208680d46e404134e4ff	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
requests-all	0	c58c370f365bc569778e547d348a9a329ebbcbb30864f53c62409a74ed3cd429	97	-	0	6fe2d0d63d44d8228cd052154ebc82b393b94f23c2ac5463fe7bf3b4bfeebec2	4	-	/tmp/aecx/arms/A1/c17-unknown-action-ro/home/.ae/sessions/tg7a/requests all 
agents	0	a594ce83fe3f952cf4d95ea89fe0330736c590a9400c22468b5d4fe6b520cd0f	43	-	0	40021fc864b594b5ec9f916f8075dad2da3f3c3649eea6ce009c5f75b60888dc	1	-	/tmp/aecx/arms/A1/c17-unknown-action-ro/home/.ae/sessions/tg7a/agents 
events-tail	143	7af022e7d6a64aaf60e8b012b3323f6aa7ec971a817f180ab4b711c348f616f9	1018	11254568ca77c6fc472f373fcd5260000b5f280e4be3cf9e4382417ff932e3a7	149	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	4s=yes	/tmp/aecx/arms/A1/c17-unknown-action-ro/home/.ae/sessions/tg7a/events-tail 
