consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	tmuxtrace_sha256	tmuxtrace_lines	bounded	argv
list	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	e5d903ea81c59e707f9db2f6b6cd093012984224fb13f1c87af94279f2190918	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
list-json	0	f974658328c0fb6425bb83e8d096b5bf77ebc142c6bef734c4b63e9d4fe8297a	73	-	0	01e872476025ae551fba521808c19cd0d77aadd2bb12ee8df78b7b03d5d04ac0	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list-all	0	9c3761921cf3c544e52aaebf86cc56b0d12113730105c3949a9a27145a7182cb	272	-	0	7eccc34fa5980a6173d8c2ca0e0e0eb3161c27a953475d5293156d6d06f93570	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all 
list-all-json	0	88a2fc61b9c18205e77e069f3a0dce07859e8c8ed9e01ead0c795c57ba4e15db	593	-	0	0b753e4770e3f86958e5b8d2ff4ba49f0e9174184b19a137614fabcbd26893e2	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
ls-alias	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	973b34c2ddda8562974ddead39b1ad6e9b5b642cf3a9114399a2cc1523e2ade4	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls 
ls-alias-all	0	9c3761921cf3c544e52aaebf86cc56b0d12113730105c3949a9a27145a7182cb	272	-	0	15ff64ca977c2fa9d57b9479c6fbb8a1250ac81bfcd2f5c09574667efb44e9ed	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls --all 
status	0	ca3dd087ac54264330dcb6e76ffe328e76f216532feebe5a5d0ca98ce45cd2a5	26	-	0	c1c221a5f9eac722c82530a561fb0b1f6ff3330dab503cea405927780dc2bdf0	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status tg1 
next	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	97525521541915928a285effd06b3c08937e7f6c57e238a7ecc6737c5284202d	45	eb23faeaf593e9e800e743d80c7641b36be095cfe0cf62e8dc4343a371c9652d	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
requests-all	0	842a3e174a3497beca9dcd53bf480bfedcc9abff66d86815c2c71c6984fe4299	209	-	0	1a75c83148c4474d89ad2b73ce775c5b43db5879732f672374ffd51c05a4e380	4	-	/tmp/aecx/arms/A1/c15-meta-unknown-keys-rw/home/.ae/sessions/tg1/requests all 
agents	0	a594ce83fe3f952cf4d95ea89fe0330736c590a9400c22468b5d4fe6b520cd0f	43	-	0	477cf62944feaa164c6b12fb6112cae2941fdb1a5d07b0f7f7d0a3527be0408a	1	-	/tmp/aecx/arms/A1/c15-meta-unknown-keys-rw/home/.ae/sessions/tg1/agents 
events-tail	143	24c968d4e5263a883615a70c4dda17edeed5318c478c05746c489c38550f8e17	1450	11254568ca77c6fc472f373fcd5260000b5f280e4be3cf9e4382417ff932e3a7	149	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	4s=yes	/tmp/aecx/arms/A1/c15-meta-unknown-keys-rw/home/.ae/sessions/tg1/events-tail 
