consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	tmuxtrace_sha256	tmuxtrace_lines	bounded	argv
list	0	87df921d8e29cebab0472bcadda509d16a1a159f856f1e70b83139bc69b70ac8	372	-	0	aa01e6dce77d6fab9d7914eefa685a9d2308224e8a591cbab9dbb37e8687b4f0	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
list-json	0	29221ff220fefbaf40d1ae72528c9aba49ed4b913b2883df21eef436d1c7888d	752	-	0	d92808dcbb6fa5c1148be12b8d3089e7999c9eb8d9369b0eaa3fe275b6b09d28	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list-all-json	0	29221ff220fefbaf40d1ae72528c9aba49ed4b913b2883df21eef436d1c7888d	752	-	0	6bac6fe52780ee35357943c73053fbfebe42dfefccb89d3d72ee4904e5112165	6	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
list-needsattn	0	87df921d8e29cebab0472bcadda509d16a1a159f856f1e70b83139bc69b70ac8	372	-	0	e866118f5f4bd3857a5557512d805f8d4aec648bdd1e3935b295df14ddab13fc	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --needs-attn 
list-needsattn-json	0	5b5d16ebe458970a7b7c320e818718de444b3a383fd9389b9fae3db1a4a6c7d5	752	-	0	022ff89f5d61a589583f809c4460f521fc7398d52ddc62a89ad4c7a193a6cd40	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --needs-attn --json 
list-active	0	4daf31fdddd3dd36cb0feb6e4b674d5dc2f7c79aa90e6514ab76a649dc11f154	29	-	0	22f284a5f9b52a573f43ae2dcb76de77ca22772416af70d6d53ef726b8bdc7a8	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --active 
list-active-json	0	c55b229b824a6e1d1d957bbc611388f68261e09464fcdeb6b2b2e0a97e2ec364	73	-	0	3c1563d56d5665dbe6b7a633235424f7953faa92ed283c5216fcead39e266c72	4	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --active --json 
next	0	380a3899cb24d1accaf4d034bf904e17c9255d2f3ee6ce8e91e8b45ba0da1af0	64	-	0	ffe36492d67d28fb89fc8260de441064587211505f52a780ce006083912a8773	3	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
status	0	41c9003be218298e871cd728a22a1a0657a1c95dbb51030fb135c78d6d564d47	129	-	0	c7ff1c48e1c5ddb7db1698d34f09ed2d11669bccfdde3c29853406b3256e7c88	5	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status tpairthrottledoverunanswered 
requests-all	0	c82ae20a62917edf38bfc4ef91ef8b0122cf8e95daeba9a4ccba6fa7a7028538	226	-	0	c9cb6f7c9249a0aa2119bc44155342c2b4f95a49a6e78c200f429fa59ba0a566	4	-	/tmp/aecx/arms/A3b/c05-throttled-over-unanswered-rw/home/.ae/sessions/tpairthrottledoverunanswered/requests all 
