2026-08-20T21:37:07Z	setup	arm	cut-tmux-consumer-stop-other
2026-08-20T21:37:07Z	setup	cut	tmux — after tmux rename-session and the main-window rename, before the state directory move
2026-08-20T21:37:07Z	setup	barrier	b_rn_tmux_renamed
2026-08-20T21:37:18Z	setup	topology	proj + projx (prefix-sibling pair) on one recorded server
2026-08-20T21:37:19Z	cut	subject.pid	23599
2026-08-20T21:37:20Z	cut	barrier	b_rn_tmux_renamed.23599.1
2026-08-20T21:37:21Z	cut	method	SIGKILL to the whole rename process tree at the barrier
2026-08-20T21:37:21Z	cut	rename.rc	137
2026-08-20T21:37:23Z	precondition	death.and.descriptors	MET
2026-08-20T21:37:24Z	mixed	tmux.names	proj2,projx
2026-08-20T21:37:24Z	mixed	dir.names	proj,projx
2026-08-20T21:37:24Z	mixed	meta.sessions	proj,projx
2026-08-20T21:37:24Z	mixed	sources.disagree	yes
2026-08-20T21:37:24Z	consumer	clone	/tmp/aelx/L-832C/cut-tmux-consumer-stop-other/clones/stop-other/.ae
2026-08-20T21:37:25Z	consumer	stop.target	proj
2026-08-20T21:37:25Z	consumer	4stop.rc	1
2026-08-20T21:37:28Z	consumer	clone.manifest.changed.lines	0
2026-08-20T21:37:29Z	consumer	origin.manifest.changed.lines	0
