30384030	1787257305	66	./.a8-witness-probe-content
30384062	1787257305	75	./.a8-witness-probe-rewrite
30383903	1787257302	126	./config
30383969	1787257302	128	./sessions
30383970	1787257302	0	./sessions/.lifecycle.ta8a8c01fastpathrunning.lock
30383973	1787257303	928	./sessions/ta8a8c01fastpathrunning
30383979	1787257302	38617	./sessions/ta8a8c01fastpathrunning/_lib
30383997	1787257302	4618	./sessions/ta8a8c01fastpathrunning/_register-sid
30383992	1787257302	1190	./sessions/ta8a8c01fastpathrunning/agents
30383981	1787257302	452	./sessions/ta8a8c01fastpathrunning/ask
30383998	1787257302	2876	./sessions/ta8a8c01fastpathrunning/events-tail
30383993	1787257302	555	./sessions/ta8a8c01fastpathrunning/focus
30383989	1787257302	1247	./sessions/ta8a8c01fastpathrunning/goal
30383994	1787257302	1447	./sessions/ta8a8c01fastpathrunning/interrupt
30384002	1787257303	78	./sessions/ta8a8c01fastpathrunning/launch.main.sh
30384004	1787257303	78	./sessions/ta8a8c01fastpathrunning/launch.worker.0.sh
30384000	1787257302	158	./sessions/ta8a8c01fastpathrunning/loop
30383986	1787257302	200	./sessions/ta8a8c01fastpathrunning/mark-done
30383988	1787257302	2291	./sessions/ta8a8c01fastpathrunning/memo
30383978	1787257302	621	./sessions/ta8a8c01fastpathrunning/meta
30383975	1787257302	0	./sessions/ta8a8c01fastpathrunning/meta.lock
30383991	1787257302	73	./sessions/ta8a8c01fastpathrunning/peak
30383990	1787257302	707	./sessions/ta8a8c01fastpathrunning/peek
30383983	1787257302	3175	./sessions/ta8a8c01fastpathrunning/reply
30383984	1787257302	8092	./sessions/ta8a8c01fastpathrunning/requests
30383996	1787257302	1028	./sessions/ta8a8c01fastpathrunning/retire
30383982	1787257302	801	./sessions/ta8a8c01fastpathrunning/review
30383987	1787257302	873	./sessions/ta8a8c01fastpathrunning/say
30383980	1787257302	2770	./sessions/ta8a8c01fastpathrunning/send
30383995	1787257302	930	./sessions/ta8a8c01fastpathrunning/spawn
30383985	1787257302	1560	./sessions/ta8a8c01fastpathrunning/state
30383999	1787257302	46130	./sessions/ta8a8c01fastpathrunning/watchdog
30384001	1787257302	9976	./sessions/ta8a8c01fastpathrunning/workspace.md
