consumer	rc	stdout_sha256	stdout_bytes	stderr_sha256	stderr_bytes	tmuxtrace_sha256	tmuxtrace_lines	bounded	argv
list	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	2276b1ea60061b64e6a43a4166acd9d7fcea50c52603d5fc9b2cd43cebe409ea	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list 
list-json	0	476ce2925b5cc12cd8ae9c047b7dec805b79150d76878bb3f581f0e30bd3e44d	73	-	0	0031b6d7bb222b808f36df0768de3ccef38935039aec7c4b9237b8a9082470a9	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --json 
list-all	0	5bdf7f8a4fdb4f9fa89d91251463bbafd5e8c4e55a2becc42234570747c1d9d3	207	-	0	cf37e9cda5af58ac940ef4aaa38183ba75706085599c2d4a193deb35e7557011	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all 
list-all-json	0	ed23a1dd52890e27db46abad134d30b5031dd50eb7c1054fb90585ce672ba784	466	-	0	52080e01b1d0b375ec618fd245f30c759ba292ca86569dc2e60f17603f7827e2	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae list --all --json 
ls-alias	0	c7b752d6ce10684cc7c833182b503a8aff6c760dca1adae88236ebd5b2e0ab71	45	-	0	8c4f0d4985e0844166307fdcb28d0ed91492c09c4c50affee6a3372e770d833f	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls 
ls-alias-all	0	5bdf7f8a4fdb4f9fa89d91251463bbafd5e8c4e55a2becc42234570747c1d9d3	207	-	0	402014d2d7bb8dc2dabe07e2cee29d6c1c0cdd95a548a3f9e85193971cbb927a	2	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae ls --all 
status	0	a22f113e3017570d6cd33035fcd3a639d1f9c6a97a52962d2bd1accca2ad2349	27	-	0	ffb68d4916fb20bd953c3035a7a4e53d38609f26aafe636b08d6a433590ed4aa	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae status ta1c 
next	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	97525521541915928a285effd06b3c08937e7f6c57e238a7ecc6737c5284202d	45	2848384328bcd9e4bbb0070e084f0d351faee9cf694d39e99d553fcdd99b95c7	1	-	/opt/homebrew/bin/bash /private/tmp/claude-501/-Users-ckriech-projects-clemens33-ae-rust/347d2089-7268-421d-8188-8924e246bbf0/scratchpad/frozen/ae next 
requests-all	0	c58c370f365bc569778e547d348a9a329ebbcbb30864f53c62409a74ed3cd429	97	-	0	32240fc91d3aa887d22f1b0ef2913a4a6091e551c05c0d151258efe0319c3bd3	4	-	/tmp/aecx/arms/A1/c05-recover-ref-ro/home/.ae/sessions/ta1c/requests all 
agents	0	a594ce83fe3f952cf4d95ea89fe0330736c590a9400c22468b5d4fe6b520cd0f	43	-	0	be514510f7af7f12ed459f69844c07d7d7392f0981d3733c64b166be7f65d9e6	1	-	/tmp/aecx/arms/A1/c05-recover-ref-ro/home/.ae/sessions/ta1c/agents 
events-tail	143	2d6b6f01edd383e75c475853d50b537cfe59131058c89775a5cb97a862c399d9	573	11254568ca77c6fc472f373fcd5260000b5f280e4be3cf9e4382417ff932e3a7	149	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	4s=yes	/tmp/aecx/arms/A1/c05-recover-ref-ro/home/.ae/sessions/ta1c/events-tail 
