2026-08-20T21:38:21Z	setup	arm	cut-dir-consumer-stop
2026-08-20T21:38:21Z	setup	cut	dir — after the state directory move, before the meta rewrite
2026-08-20T21:38:21Z	setup	barrier	b_rn_dir_moved
2026-08-20T21:38:32Z	setup	topology	proj + projx (prefix-sibling pair) on one recorded server
2026-08-20T21:38:33Z	cut	subject.pid	48087
2026-08-20T21:38:34Z	cut	barrier	b_rn_dir_moved.48087.1
2026-08-20T21:38:34Z	cut	method	SIGKILL to the whole rename process tree at the barrier
2026-08-20T21:38:34Z	cut	rename.rc	137
2026-08-20T21:38:37Z	precondition	death.and.descriptors	MET
2026-08-20T21:38:38Z	mixed	tmux.names	proj2,projx
2026-08-20T21:38:38Z	mixed	dir.names	proj2,projx
2026-08-20T21:38:38Z	mixed	meta.sessions	proj,projx
2026-08-20T21:38:38Z	mixed	sources.disagree	yes
2026-08-20T21:38:38Z	consumer	clone	/tmp/aelx/L-832C/cut-dir-consumer-stop/clones/stop/.ae
2026-08-20T21:38:39Z	consumer	stop.target	proj2
2026-08-20T21:38:39Z	consumer	4stop.rc	0
2026-08-20T21:38:42Z	consumer	clone.manifest.changed.lines	0
2026-08-20T21:38:43Z	consumer	origin.manifest.changed.lines	0
